시군명,설립구분명,시설명,전화번호,팩스번호,소재지지번주소,소재지도로명주소,소재지우편번호,WGS84위도,WGS84경도
고양시,사립,예지슬유치원,031-927-9987,031-927-9986,경기도 고양시 일산서구 덕이동 774번지,경기도 고양시 일산서구 장자길 74,10228,37.6980431517,126.7451282491
고양시,사립,유진유치원,031-924-0006,031-924-3080,경기도 고양시 일산동구 정발산동 1243번지,경기도 고양시 일산동구 산두로201번길 23,10358,37.6736826888,126.7813714399
고양시,사립,은지유치원,031-902-2036,031-902-2038,경기도 고양시 일산동구 마두동 783번지 강촌마을,,10416,37.6529956536,126.7857617036
고양시,사립,이튼유치원,031-908-8771,031-908-8776,경기도 고양시 일산동구 백석동 1270번지,경기도 고양시 일산동구 백석로72번길 31-18,10446,37.6464135924,126.7879564046
고양시,사립,일산유치원,031-964-0919,031-964-5775,경기도 고양시 일산동구 식사동 937-8번지,경기도 고양시 일산동구 은행마을로 46-33,10304,37.6670152683,126.8066549030
고양시,사립,제니스유치원,031-917-6199,050-300-6199,경기도 고양시 일산서구 탄현동 142-60번지,경기도 고양시 일산서구 일현로 89,10242,37.6948492114,126.7643804001
고양시,사립,초롱유치원,031-923-6663,031-923-6660,경기도 고양시 일산서구 가좌동 157-5번지 초롱유치원,경기도 고양시 일산서구 송포로 292-24,10208,37.6893797170,126.7269049208
고양시,공립,가좌초등학교병설유치원,031-922-6044,031-922-6045,경기도 고양시 일산서구 가좌동 1099번지,경기도 고양시 일산서구 가좌2로 31,10210,37.6885999904,126.7210237302
고양시,공립,고양동산초등학교병설유치원,02-381-1980,02-381-2251,경기도 고양시 덕양구 동산동 359번지 고양동산초등학교 병설유치원,경기도 고양시 덕양구 동세로 32,10597,37.6462456666,126.8865359132
고양시,공립,고양용현초등학교병설유치원,031-970-1814,031-970-0165,경기도 고양시 덕양구 행신동 770번지 고양용현초 병설유치원,경기도 고양시 덕양구 화신로 21,10527,37.6148071716,126.8381542782
고양시,공립,고양초등학교병설유치원,031-962-0323,031-962-0324,경기도 고양시 덕양구 고양동 236번지 고양초등학교,경기도 고양시 덕양구 혜음로13번길 22-7,10275,37.7027125159,126.8997829853
고양시,공립,냉천초등학교병설유치원,031-902-3418,031-902-3415,경기도 고양시 일산동구 마두동 830번지,경기도 고양시 일산동구 산두로 99,10407,37.6663481004,126.7858248206
고양시,공립,다솔유치원,031-968-5294,031-968-5295,경기도 고양시 덕양구 도내동 1000번지 다솔유치원,경기도 고양시 덕양구 도래울1로 37,10551,37.6295481005,126.8672583669
고양시,공립,모당초등학교병설유치원,031-975-9238,031-975-9240,경기도 고양시 일산동구 중산동 1684번지,경기도 고양시 일산동구 하늘마을로 144,10355,37.6793488276,126.7808784846
고양시,공립,문촌초등학교병설유치원,031-912-0141,031-912-0145,경기도 고양시 일산서구 주엽동 24번지,경기도 고양시 일산서구 주엽로 168,10388,37.6730193385,126.7601883328
고양시,공립,백양초등학교병설유치원,031-979-3771,031-971-0096,경기도 고양시 덕양구 화정동 990번지 백양초등학교,경기도 고양시 덕양구 화신로 238,10499,37.6318866109,126.8360094403
고양시,사립,인선유치원,031-917-8814,031-917-8815,경기도 고양시 일산서구 일산동 1086번지 후곡마을,,10375,37.6762686422,126.7675118010
고양시,공립,상탄초등학교병설유치원,031-914-0303,031-914-0305,경기도 고양시 일산서구 탄현동 1483번지 상탄초등학교,경기도 고양시 일산서구 현중로 47,10243,37.6947638619,126.7667390375
고양시,공립,성사유치원,031-966-2781,031-966-2825,경기도 고양시 덕양구 성사동 716번지,경기도 고양시 덕양구 호국로834번길 89,10466,37.6575212424,126.8440095888
고양시,공립,성신초등학교병설유치원,031-973-2228,031-973-2229,경기도 고양시 덕양구 행신동 929번지 성신초등학교,경기도 고양시 덕양구 성신로 104,10494,37.6264956093,126.8401788413
고양시,공립,소만유치원,031-979-3231,031-979-3239,경기도 고양시 덕양구 행신동 780번지 소만유치원,경기도 고양시 덕양구 화신로 48,10529,37.6171605187,126.8394516350
고양시,공립,신원초등학교병설유치원,02-371-0205,02-381-5172,경기도 고양시 덕양구 신원동 601번지,경기도 고양시 덕양구 신원3로 21,10567,37.6676338311,126.8856978068
고양시,공립,안곡초등학교병설유치원,031-976-1627,031-976-1631,경기도 고양시 일산동구 중산동 161-3번지,경기도 고양시 일산동구 중산로 142,10334,37.6846571127,126.7817355947
고양시,공립,용두초등학교병설유치원,02-387-1055,02-354-5504,경기도 고양시 덕양구 용두동 14번지 용두초등학교,경기도 고양시 덕양구 용두로121번길 20,10549,37.6209436897,126.8931450663
고양시,공립,원중초등학교병설유치원,031-963-5305,031-965-9471,경기도 고양시 일산동구 식사동 1571번지,경기도 고양시 일산동구 위시티3로 67,10324,37.6752711142,126.8140124638
고양시,사립,짐랜드유치원,031-979-7333,031-979-7323,경기도 고양시 덕양구 행신동 936번지 능곡중앙교육센타,경기도 고양시 덕양구 충장로152번길 59,10494,37.6243580336,126.8385409984
고양시,공립,백송초등학교병설유치원,031-919-1784,031-912-1543,경기도 고양시 일산서구 덕이동 1532번지 백송초등학교,경기도 고양시 일산서구 하이파크3로 110,10230,37.7014840263,126.7531332270
고양시,공립,황룡초등학교병설유치원,031-915-0291,031-917-4075,경기도 고양시 일산서구 탄현동 1474번지 황룡초등학교 병설유치원,경기도 고양시 일산서구 탄현로 75,10240,37.6981000684,126.7680664344
고양시,사립,바다의별유치원,031-964-8485,031-963-3771,경기도 고양시 덕양구 고양동 340-4번지,경기도 고양시 덕양구 대양로285번길 45,10273,37.7035198123,126.8957789734
고양시,사립,성저유치원,031-916-4580,031-916-4588,경기도 고양시 일산서구 대화동 2212번지 성저마을,,10376,37.6790446900,126.7506012119
고양시,공립,지도초등학교병설유치원,031-974-0554,031-973-2169,경기도 고양시 덕양구 화정동 1132번지 지도초등학교,경기도 고양시 덕양구 성신로 49,10504,37.6279642171,126.8337865651
고양시,공립,토당초등학교병설유치원,031-972-9592,031-972-9679,경기도 고양시 덕양구 토당동 409-12번지,경기도 고양시 덕양구 행신로 90,10520,37.6169699148,126.8259848696
고양시,공립,풍동초등학교병설유치원,031-932-8737,031-932-8741,경기도 고양시 일산동구 풍동 1266번지 풍동초등학교,경기도 고양시 일산동구 숲속마을로 14-43,10305,37.6692696315,126.8024552334
고양시,공립,한뫼초등학교병설유치원,031-976-7502,031-976-7503,경기도 고양시 일산서구 일산동 960-9번지 한뫼초등학교,경기도 고양시 일산서구 고양대로 629,10351,37.6863755736,126.7665729053
고양시,공립,행신초등학교병설유치원,031-978-8361,031-978-8364,경기도 고양시 덕양구 행신동 983-1번지 행신초등학교,경기도 고양시 덕양구 중앙로 527,10518,37.6216076950,126.8368479755
고양시,공립,현산초등학교병설유치원,031-917-1448,031-917-1427,경기도 고양시 일산서구 탄현동 1586번지,경기도 고양시 일산서구 산현로 87,10345,37.6923219442,126.7711232176
과천시,공립,과천초등학교병설유치원,02-502-3007,02-504-2022,경기도 과천시 중앙동 75번지 과천초등학교 병설유치원,경기도 과천시 온온사로 10,13802,37.4365800111,126.9940798384
과천시,공립,관문초등학교병설유치원,02-503-2604,02-504-1791,경기도 과천시 부림동 48번지 관문초등학교,경기도 과천시 별양로 180-1,13831,37.4337962292,127.0013114179
과천시,공립,문원초등학교병설유치원,02-507-5804,02-507-5805,경기도 과천시 별양동 16번지 문원초등학교 병설유치원,경기도 과천시 코오롱로 53,13834,37.4236326193,126.9945558424
과천시,사립,예지유치원,02-502-0701,02-503-0526,경기도 과천시 문원동 93-4번지,경기도 과천시 참마을로 10-6,13828,37.4272459348,127.0016165974
과천시,사립,과천천사유치원,02-503-5844,02-507-4673,경기도 과천시 중앙동 14-6번지,경기도 과천시 희망4길 55-13,13805,37.4340749131,126.9906113774
과천시,공립,청계초등학교병설유치원,02-502-3429,02-503-2652,경기도 과천시 별양동 4번지,경기도 과천시 꿈보람길 34,13836,37.4310750225,126.9962497811
과천시,사립,과천노들유치원,02-502-6710,02-504-6710,경기도 과천시 원문동 4번지 래미안슈르아파트3단지,,13835,37.4205780269,126.9922516242
광명시,사립,아란유치원,02-898-3645,02-898-3647,경기도 광명시 소하동 900-3번지,경기도 광명시 기아로5번길 3,14326,37.4369939475,126.8799567452
광명시,공립,하안남초등학교병설유치원,02-894-4519,02-896-1348,경기도 광명시 하안동 111번지,경기도 광명시 금당로 71,14306,37.4617680402,126.8854546870
광명시,공립,하안초등학교병설유치원,02-809-8935,02-892-6799,경기도 광명시 하안동 649번지 하안초등학교,경기도 광명시 안현로 16,14248,37.4627382929,126.8740934741
광명시,사립,가림유치원,02-898-5550,02-898-5001,경기도 광명시 하안동 702-5번지 교육센터,경기도 광명시 가림로 40,14258,37.4641532404,126.8664047408
광명시,사립,광은유치원,02-892-7697,02-892-7696,경기도 광명시 하안동 27-1번지 11단지유치원부지,경기도 광명시 범안로 1075,14247,37.4637912511,126.8814614443
광명시,사립,반석유치원,02-2613-1424,02-2613-9167,경기도 광명시 광명동 6-98번지 26,경기도 광명시 광복로 43,14205,37.4887652361,126.8636462735
광명시,사립,삼흥유치원,02-2688-7020,02-2688-7078,경기도 광명시 철산동 241-4번지,경기도 광명시 철산로29번길 12,14232,37.4777072204,126.8690142616
광명시,사립,은총유치원,02-2689-7020,02-2688-2070,경기도 광명시 철산동 619번지 로즈힐빌딩,경기도 광명시 가림일로 80,14256,37.4690720755,126.8658758089
광명시,사립,트인아이유치원,02-899-9811,02-899-9817,경기도 광명시 소하동 1372-7번지,경기도 광명시 기아로62번길 16,14325,37.4350179888,126.8861179374
광명시,사립,한솔유치원,02-897-2266,02-897-2268,경기도 광명시 소하동 898-1번지,경기도 광명시 기아로 9,14326,37.4365801786,126.8806240774
광명시,공립,충현초등학교병설유치원,02-898-4100,02-898-4036,경기도 광명시 소하동 1375번지 충현초등학교,경기도 광명시 성채안로 16,14325,37.4329637948,126.8862115181
광명시,사립,그림마을유치원,02-2685-0412,02-2683-6015,경기도 광명시 모세로 12(철산동) ,,,,
광명시,공립,광명광덕초등학교병설유치원,02-2616-4148,02-2616-4149,경기도 광명시 철산동 496-3번지 광명광덕초등학교 병설유치원,경기도 광명시 오리로841번길 9,14252,37.4738205549,126.8660706289
광명시,공립,광명동초등학교병설유치원,02-2616-6259,02-2618-3052,경기도 광명시 철산동 78-4번지 광명동초등학교,경기도 광명시 연서일로 25,14213,37.4834037693,126.8631813592
광명시,공립,광명서초등학교병설유치원,02-2686-0968,02-2684-5874,경기도 광명시 광명동 219번지 광명서초병설유치원,경기도 광명시 너부대로 5,14284,37.4780945544,126.8469000335
광명시,공립,광일초등학교병설유치원,02-2615-9659,02-2615-0874,경기도 광명시 광명동 365-38번지 광일초등학교,경기도 광명시 목감로 34-6,14296,37.4713188875,126.8467671561
광명시,공립,도덕초등학교병설유치원,02-2616-9288,02-2689-8685,경기도 광명시 철산동 237번지 도덕초등학교,경기도 광명시 가마산로 28,14231,37.4842048000,126.8702576811
광명시,공립,가림초등학교병설유치원,02-808-4091,02-803-3346,경기도 광명시 하안동 297번지 가림초등학교,경기도 광명시 금당로 11-7,14305,37.4582386108,126.8790629894
광명시,공립,광명광성초등학교병설유치원,02-2617-0738,02-2688-7195,경기도 광명시 철산동 243번지 광명광성초등학교,경기도 광명시 철산로 59,14232,37.4782340397,126.8728119739
광명시,공립,광명남초등학교병설유치원,02-2616-6820,02-2616-7346,경기도 광명시 광명동 295-58번지 광명남초등학교 광명남초 병설유치원,경기도 광명시 광명로 866-9,14268,37.4754906040,126.8538241642
광명시,공립,광명북초등학교병설유치원,02-2616-1018,02-2687-8607,경기도 광명시 철산동 62-4번지,경기도 광명시 시청로 138,14226,37.4873202038,126.8684543796
광명시,공립,광명초등학교병설유치원,02-2615-3990,02-2613-5698,경기도 광명시 광명동 135-1번지 광명초등학교 병설유치원,경기도 광명시 광이로 21,14221,37.4802886628,126.8576473068
광명시,공립,광문초등학교병설유치원,02-2618-2619,02-2684-9441,경기도 광명시 광명동 735번지 광문초등학교,경기도 광명시 덕단이로 29,14282,37.4665137381,126.8515134172
광명시,공립,구름산유치원,02-819-9000,02-897-4900,경기도 광명시 소하동 1283-1번지 구름산유치원 구름산유치원,경기도 광명시 한내로13번길 17,14310,37.4554663253,126.8817574562
